;Heure;date_heure;weekday;date;vacances_zone_a;vacances_zone_b;vacances_zone_c;nom_vacances;Vac_Ete;Vac_Hiver;Vac_Ascension;Vac_Printemps;Vac_Toussaint;Vac_Noel;est_jour_ferie;nom_jour_ferie;num_sem;Mois;Année;Lundi;Mardi;Mercredi;Jeudi;Vendredi;Samedi;Dimanche;veille_jour_ferie;lendemain_jour_ferie;trafic_passager_heure;nb_transaction_carte_abo_heure;nb_transaction_voyages_heure;nb_appels_entrants_cor
13034;2;2019-06-28 02:00:00;Friday;2019-06-28;0;0;0;;0;0;0;0;0;0;False;;26;6;2019;0;0;0;0;1;0;0;False;False;1.6582156211831989;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
13035;3;2019-06-28 03:00:00;Friday;2019-06-28;0;0;0;;0;0;0;0;0;0;False;;26;6;2019;0;0;0;0;1;0;0;False;False;1.6582156211831989;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
13036;4;2019-06-28 04:00:00;Friday;2019-06-28;0;0;0;;0;0;0;0;0;0;False;;26;6;2019;0;0;0;0;1;0;0;False;False;1.6582156211831989;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
13037;5;2019-06-28 05:00:00;Friday;2019-06-28;0;0;0;;0;0;0;0;0;0;False;;26;6;2019;0;0;0;0;1;0;0;False;False;1.6582156211831989;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
13038;6;2019-06-28 06:00:00;Friday;2019-06-28;0;0;0;;0;0;0;0;0;0;False;;26;6;2019;0;0;0;0;1;0;0;False;False;1.6582156211831989;-0.7043439340361966;-0.9653549388327053;-0.9558546187940293
13039;7;2019-06-28 07:00:00;Friday;2019-06-28;0;0;0;;0;0;0;0;0;0;False;;26;6;2019;0;0;0;0;1;0;0;False;False;1.6582156211831989;-0.11635482718929994;-0.0864833236336549;0.13257348832117893
13040;8;2019-06-28 08:00:00;Friday;2019-06-28;0;0;0;;0;0;0;0;0;0;False;;26;6;2019;0;0;0;0;1;0;0;False;False;1.6582156211831989;0.500911745558687;0.8361495338159705;1.2751971858321651
13041;9;2019-06-28 09:00:00;Friday;2019-06-28;0;0;0;;0;0;0;0;0;0;False;;26;6;2019;0;0;0;0;1;0;0;False;False;1.6582156211831989;1.1669740948084908;1.8317177950165542;2.5081468673361145
13042;10;2019-06-28 10:00:00;Friday;2019-06-28;0;0;0;;0;0;0;0;0;0;False;;26;6;2019;0;0;0;0;1;0;0;False;False;1.6582156211831989;1.3182410019641242;2.0578175466445257;2.788157417714301
13043;11;2019-06-28 11:00:00;Friday;2019-06-28;0;0;0;;0;0;0;0;0;0;False;;26;6;2019;0;0;0;0;1;0;0;False;False;1.6582156211831989;1.1572149395081275;1.8171307142663624;2.490081670537522
13044;12;2019-06-28 12:00:00;Friday;2019-06-28;0;0;0;;0;0;0;0;0;0;False;;26;6;2019;0;0;0;0;1;0;0;False;False;1.6582156211831989;0.8351628145961343;1.3357570495100364;1.893930176183964
13045;13;2019-06-28 13:00:00;Friday;2019-06-28;0;0;0;;0;0;0;0;0;0;False;;26;6;2019;0;0;0;0;1;0;0;False;False;1.6582156211831989;0.8302832369459526;1.3284635091349404;1.8848975777846675
13046;14;2019-06-28 14:00:00;Friday;2019-06-28;0;0;0;;0;0;0;0;0;0;False;;26;6;2019;0;0;0;0;1;0;0;False;False;1.6582156211831989;0.9254350011244961;1.4706875464493099;2.061033246570946
13047;15;2019-06-28 15:00:00;Friday;2019-06-28;0;0;0;;0;0;0;0;0;0;False;;26;6;2019;0;0;0;0;1;0;0;False;False;1.6582156211831989;0.9156758458241328;1.4561004656991179;2.0429680497723535
13048;16;2019-06-28 16:00:00;Friday;2019-06-28;0;0;0;;0;0;0;0;0;0;False;;26;6;2019;0;0;0;0;1;0;0;False;False;1.6582156211831989;0.8815188022728606;1.4050456830734468;1.9797398609772792
13049;17;2019-06-28 17:00:00;Friday;2019-06-28;0;0;0;;0;0;0;0;0;0;False;;26;6;2019;0;0;0;0;1;0;0;False;False;1.6582156211831989;0.7131733733415915;1.15341854013264;1.6681152162015556
13050;18;2019-06-28 18:00:00;Friday;2019-06-28;0;0;0;;0;0;0;0;0;0;False;;26;6;2019;0;0;0;0;1;0;0;False;False;1.6582156211831989;0.5375085779350498;0.8908510866291894;1.3429416738268876
13051;19;2019-06-28 19:00:00;Friday;2019-06-28;0;0;0;;0;0;0;0;0;0;False;;26;6;2019;0;0;0;0;1;0;0;False;False;1.6582156211831989;0.2081370865477841;0.39853711131021924;0.7332412818743851
13052;20;2019-06-28 20:00:00;Friday;2019-06-28;0;0;0;;0;0;0;0;0;0;False;;26;6;2019;0;0;0;0;1;0;0;False;False;1.6582156211831989;-0.011443907710393077;0.07032779443090587;0.3267743539060501
13053;21;2019-06-28 21:00:00;Friday;2019-06-28;0;0;0;;0;0;0;0;0;0;False;;26;6;2019;0;0;0;0;1;0;0;False;False;1.6582156211831989;-0.1431925042652994;-0.12659779569668206;0.08289419712504908
13054;22;2019-06-28 22:00:00;Friday;2019-06-28;0;0;0;;0;0;0;0;0;0;False;;26;6;2019;0;0;0;0;1;0;0;False;False;1.6582156211831989;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
13055;23;2019-06-28 23:00:00;Friday;2019-06-28;0;0;0;;0;0;0;0;0;0;False;;26;6;2019;0;0;0;0;1;0;0;False;False;1.6582156211831989;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
13056;0;2019-06-29 00:00:00;Saturday;2019-06-29;0;0;0;;0;0;0;0;0;0;False;;26;6;2019;0;0;0;0;0;1;0;False;False;-0.05448684541224587;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
13057;1;2019-06-29 01:00:00;Saturday;2019-06-29;0;0;0;;0;0;0;0;0;0;False;;26;6;2019;0;0;0;0;0;1;0;False;False;-0.05448684541224587;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
13058;2;2019-06-29 02:00:00;Saturday;2019-06-29;0;0;0;;0;0;0;0;0;0;False;;26;6;2019;0;0;0;0;0;1;0;False;False;-0.05448684541224587;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
13059;3;2019-06-29 03:00:00;Saturday;2019-06-29;0;0;0;;0;0;0;0;0;0;False;;26;6;2019;0;0;0;0;0;1;0;False;False;-0.05448684541224587;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
13060;4;2019-06-29 04:00:00;Saturday;2019-06-29;0;0;0;;0;0;0;0;0;0;False;;26;6;2019;0;0;0;0;0;1;0;False;False;-0.05448684541224587;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
13061;5;2019-06-29 05:00:00;Saturday;2019-06-29;0;0;0;;0;0;0;0;0;0;False;;26;6;2019;0;0;0;0;0;1;0;False;False;-0.05448684541224587;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
13062;6;2019-06-29 06:00:00;Saturday;2019-06-29;0;0;0;;0;0;0;0;0;0;False;;26;6;2019;0;0;0;0;0;1;0;False;False;-0.05448684541224587;-0.704069292243933;-0.9657437664527141;-0.9558546187940293
13063;7;2019-06-29 07:00:00;Saturday;2019-06-29;0;0;0;;0;0;0;0;0;0;False;;26;6;2019;0;0;0;0;0;1;0;False;False;-0.05448684541224587;-0.25096013228094755;-0.33617195087550045;-0.14743706205700743
13064;8;2019-06-29 08:00:00;Saturday;2019-06-29;0;0;0;;0;0;0;0;0;0;False;;26;6;2019;0;0;0;0;0;1;0;False;False;-0.05448684541224587;0.15658497807682153;0.23009096704590387;0.5796871090863475
13065;9;2019-06-29 09:00:00;Saturday;2019-06-29;0;0;0;;0;0;0;0;0;0;False;;26;6;2019;0;0;0;0;0;1;0;False;False;-0.05448684541224587;0.4603453087782643;0.6521502847512985;1.1216430130441275
13066;10;2019-06-29 10:00:00;Saturday;2019-06-29;0;0;0;;0;0;0;0;0;0;False;;26;6;2019;0;0;0;0;0;1;0;False;False;-0.05448684541224587;0.5438793997211611;0.768216597120282;1.2706808866325168
13067;11;2019-06-29 11:00:00;Saturday;2019-06-29;0;0;0;;0;0;0;0;0;0;False;;26;6;2019;0;0;0;0;0;1;0;False;False;-0.05448684541224587;0.6755088763584529;0.951108968125953;1.5055284450142215
13068;12;2019-06-29 12:00:00;Saturday;2019-06-29;0;0;0;;0;0;0;0;0;0;False;;26;6;2019;0;0;0;0;0;1;0;False;False;-0.05448684541224587;0.36162320130029535;0.5149810064970454;0.945507344257849
13069;13;2019-06-29 13:00:00;Saturday;2019-06-29;0;0;0;;0;0;0;0;0;0;False;;26;6;2019;0;0;0;0;0;1;0;False;False;-0.05448684541224587;0.11861493673914116;0.17733355233272954;0.5119426210916249
13070;14;2019-06-29 14:00:00;Saturday;2019-06-29;0;0;0;;0;0;0;0;0;0;False;;26;6;2019;0;0;0;0;0;1;0;False;False;-0.05448684541224587;0.14899096980928536;0.21953948410326904;0.566138211487403
13071;15;2019-06-29 15:00:00;Saturday;2019-06-29;0;0;0;;0;0;0;0;0;0;False;;26;6;2019;0;0;0;0;0;1;0;False;False;-0.05448684541224587;0.2629010938223265;0.377811728242792;0.7693716754715705
13072;16;2019-06-29 16:00:00;Saturday;2019-06-29;0;0;0;;0;0;0;0;0;0;False;;26;6;2019;0;0;0;0;0;1;0;False;False;-0.05448684541224587;0.17936700287942975;0.26174541587380856;0.620333801883181
13073;17;2019-06-29 17:00:00;Saturday;2019-06-29;0;0;0;;0;0;0;0;0;0;False;;26;6;2019;0;0;0;0;0;1;0;False;False;-0.05448684541224587;0.15658497807682153;0.23009096704590387;0.5796871090863475
13074;18;2019-06-29 18:00:00;Saturday;2019-06-29;0;0;0;;0;0;0;0;0;0;False;;26;6;2019;0;0;0;0;0;1;0;False;False;-0.05448684541224587;0.004704812726100164;0.019061308193206724;0.30870915710745744
13075;19;2019-06-29 19:00:00;Saturday;2019-06-29;0;0;0;;0;0;0;0;0;0;False;;26;6;2019;0;0;0;0;0;1;0;False;False;-0.05448684541224587;-0.116799319554477;-0.1497624188889512;0.09192679552434542
13076;20;2019-06-29 20:00:00;Saturday;2019-06-29;0;0;0;;0;0;0;0;0;0;False;;26;6;2019;0;0;0;0;0;1;0;False;False;-0.05448684541224587;-0.18514539396230167;-0.24472576537266497;-0.030013282866155087
13077;21;2019-06-29 21:00:00;Saturday;2019-06-29;0;0;0;;0;0;0;0;0;0;False;;26;6;2019;0;0;0;0;0;1;0;False;False;-0.05448684541224587;-0.42562232243427717;-0.5788560585561023;-0.45906170683273095
13078;22;2019-06-29 22:00:00;Saturday;2019-06-29;0;0;0;;0;0;0;0;0;0;False;;26;6;2019;0;0;0;0;0;1;0;False;False;-0.05448684541224587;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
13079;23;2019-06-29 23:00:00;Saturday;2019-06-29;0;0;0;;0;0;0;0;0;0;False;;26;6;2019;0;0;0;0;0;1;0;False;False;-0.05448684541224587;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
13080;0;2019-06-30 00:00:00;Sunday;2019-06-30;0;0;0;;0;0;0;0;0;0;False;;26;6;2019;0;0;0;0;0;0;1;False;False;-0.5570379612136234;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
13081;1;2019-06-30 01:00:00;Sunday;2019-06-30;0;0;0;;0;0;0;0;0;0;False;;26;6;2019;0;0;0;0;0;0;1;False;False;-0.5570379612136234;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
13082;2;2019-06-30 02:00:00;Sunday;2019-06-30;0;0;0;;0;0;0;0;0;0;False;;26;6;2019;0;0;0;0;0;0;1;False;False;-0.5570379612136234;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
13083;3;2019-06-30 03:00:00;Sunday;2019-06-30;0;0;0;;0;0;0;0;0;0;False;;26;6;2019;0;0;0;0;0;0;1;False;False;-0.5570379612136234;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
13084;4;2019-06-30 04:00:00;Sunday;2019-06-30;0;0;0;;0;0;0;0;0;0;False;;26;6;2019;0;0;0;0;0;0;1;False;False;-0.5570379612136234;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
13085;5;2019-06-30 05:00:00;Sunday;2019-06-30;0;0;0;;0;0;0;0;0;0;False;;26;6;2019;0;0;0;0;0;0;1;False;False;-0.5570379612136234;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
13086;6;2019-06-30 06:00:00;Sunday;2019-06-30;0;0;0;;0;0;0;0;0;0;False;;26;6;2019;0;0;0;0;0;0;1;False;False;-0.5570379612136234;-0.7059138798974274;-0.9670317517090388;-0.9603709179936775
13087;7;2019-06-30 07:00:00;Sunday;2019-06-30;0;0;0;;0;0;0;0;0;0;False;;26;6;2019;0;0;0;0;0;0;1;False;False;-0.5570379612136234;-0.40694400796725616;-0.48532987202091166;-0.4906758012302681
13088;8;2019-06-30 08:00:00;Sunday;2019-06-30;0;0;0;;0;0;0;0;0;0;False;;26;6;2019;0;0;0;0;0;0;1;False;False;-0.5570379612136234;-0.2517096513881289;-0.23521543449053786;-0.2467956444492671
13089;9;2019-06-30 09:00:00;Sunday;2019-06-30;0;0;0;;0;0;0;0;0;0;False;;26;6;2019;0;0;0;0;0;0;1;False;False;-0.5570379612136234;0.19387044620010696;0.4827056361984978;0.45323073149619875
13090;10;2019-06-30 10:00:00;Sunday;2019-06-30;0;0;0;;0;0;0;0;0;0;False;;26;6;2019;0;0;0;0;0;0;1;False;False;-0.5570379612136234;0.30310943786690026;0.6587120922383906;0.6248501010828291
13091;11;2019-06-30 11:00:00;Sunday;2019-06-30;0;0;0;;0;0;0;0;0;0;False;;26;6;2019;0;0;0;0;0;0;1;False;False;-0.5570379612136234;0.24274052141946184;0.561445366532134;0.5300078178902176
13092;12;2019-06-30 12:00:00;Sunday;2019-06-30;0;0;0;;0;0;0;0;0;0;False;;26;6;2019;0;0;0;0;0;0;1;False;False;-0.5570379612136234;0.13350152975266857;0.3854389104922415;0.3583884483035873
13093;13;2019-06-30 13:00:00;Sunday;2019-06-30;0;0;0;;0;0;0;0;0;0;False;;26;6;2019;0;0;0;0;0;0;1;False;False;-0.5570379612136234;0.1967451565071278;0.487337385041653;0.45774703069584693
13094;14;2019-06-30 14:00:00;Sunday;2019-06-30;0;0;0;;0;0;0;0;0;0;False;;26;6;2019;0;0;0;0;0;0;1;False;False;-0.5570379612136234;0.18524631527904425;0.46881038966903266;0.4396818338972543
13095;15;2019-06-30 15:00:00;Sunday;2019-06-30;0;0;0;;0;0;0;0;0;0;False;;26;6;2019;0;0;0;0;0;0;1;False;False;-0.5570379612136234;0.22549225957733657;0.5336548734732036;0.5029100226923287
13096;16;2019-06-30 16:00:00;Sunday;2019-06-30;0;0;0;;0;0;0;0;0;0;False;;26;6;2019;0;0;0;0;0;0;1;False;False;-0.5570379612136234;0.2341163904983993;0.5475501200026688;0.5164589202912732
13097;17;2019-06-30 17:00:00;Sunday;2019-06-30;0;0;0;;0;0;0;0;0;0;False;;26;6;2019;0;0;0;0;0;0;1;False;False;-0.5570379612136234;0.18237160497202345;0.4641786408258777;0.4351655346976061
13098;18;2019-06-30 18:00:00;Sunday;2019-06-30;0;0;0;;0;0;0;0;0;0;False;;26;6;2019;0;0;0;0;0;0;1;False;False;-0.5570379612136234;0.16512334312989818;0.4363881477669473;0.4080677394997171
13099;19;2019-06-30 19:00:00;Sunday;2019-06-30;0;0;0;;0;0;0;0;0;0;False;;26;6;2019;0;0;0;0;0;0;1;False;False;-0.5570379612136234;0.01851311747183355;0.2001689567660386;0.1777364803176606
13100;20;2019-06-30 20:00:00;Sunday;2019-06-30;0;0;0;;0;0;0;0;0;0;False;;26;6;2019;0;0;0;0;0;0;1;False;False;-0.5570379612136234;-0.20283957616877402;-0.1564757041569017;-0.17001855805524826
13101;21;2019-06-30 21:00:00;Sunday;2019-06-30;0;0;0;;0;0;0;0;0;0;False;;26;6;2019;0;0;0;0;0;0;1;False;False;-0.5570379612136234;-0.1913407349406905;-0.13794870878428142;-0.1519533612566556
13102;22;2019-06-30 22:00:00;Sunday;2019-06-30;0;0;0;;0;0;0;0;0;0;False;;26;6;2019;0;0;0;0;0;0;1;False;False;-0.5570379612136234;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
13103;23;2019-06-30 23:00:00;Sunday;2019-06-30;0;0;0;;0;0;0;0;0;0;False;;26;6;2019;0;0;0;0;0;0;1;False;False;-0.5570379612136234;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
13104;0;2019-07-01 00:00:00;Monday;2019-07-01;0;0;0;;0;0;0;0;0;0;False;;27;7;2019;1;0;0;0;0;0;0;False;False;2.0497199847776946;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
13105;1;2019-07-01 01:00:00;Monday;2019-07-01;0;0;0;;0;0;0;0;0;0;False;;27;7;2019;1;0;0;0;0;0;0;False;False;2.0497199847776946;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
13106;2;2019-07-01 02:00:00;Monday;2019-07-01;0;0;0;;0;0;0;0;0;0;False;;27;7;2019;1;0;0;0;0;0;0;False;False;2.0497199847776946;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
13107;3;2019-07-01 03:00:00;Monday;2019-07-01;0;0;0;;0;0;0;0;0;0;False;;27;7;2019;1;0;0;0;0;0;0;False;False;2.0497199847776946;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
13108;4;2019-07-01 04:00:00;Monday;2019-07-01;0;0;0;;0;0;0;0;0;0;False;;27;7;2019;1;0;0;0;0;0;0;False;False;2.0497199847776946;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
13109;5;2019-07-01 05:00:00;Monday;2019-07-01;0;0;0;;0;0;0;0;0;0;False;;27;7;2019;1;0;0;0;0;0;0;False;False;2.0497199847776946;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
13110;6;2019-07-01 06:00:00;Monday;2019-07-01;0;0;0;;0;0;0;0;0;0;False;;27;7;2019;1;0;0;0;0;0;0;False;False;2.0497199847776946;-0.7009256614823061;-0.9654141459847242;-0.9558546187940293
13111;7;2019-07-01 07:00:00;Monday;2019-07-01;0;0;0;;0;0;0;0;0;0;False;;27;7;2019;1;0;0;0;0;0;0;False;False;2.0497199847776946;-0.05666731973252455;-0.31254794134724145;-0.14292076285735927
13112;8;2019-07-01 08:00:00;Monday;2019-07-01;0;0;0;;0;0;0;0;0;0;False;;27;7;2019;1;0;0;0;0;0;0;False;False;2.0497199847776946;0.7844477375519124;0.5398051591516945;0.91840954905996
13113;9;2019-07-01 09:00:00;Monday;2019-07-01;0;0;0;;0;0;0;0;0;0;False;;27;7;2019;1;0;0;0;0;0;0;False;False;2.0497199847776946;2.0479099299834282;1.8201483271352026;2.512663166535763
13114;10;2019-07-01 10:00:00;Monday;2019-07-01;0;0;0;;0;0;0;0;0;0;False;;27;7;2019;1;0;0;0;0;0;0;False;False;2.0497199847776946;2.6134255855193476;2.393219773428104;3.226238440080173
13115;11;2019-07-01 11:00:00;Monday;2019-07-01;0;0;0;;0;0;0;0;0;0;False;;27;7;2019;1;0;0;0;0;0;0;False;False;2.0497199847776946;2.5060491952277175;2.284408739321857;3.0907494640907283
13116;12;2019-07-01 12:00:00;Monday;2019-07-01;0;0;0;;0;0;0;0;0;0;False;;27;7;2019;1;0;0;0;0;0;0;False;False;2.0497199847776946;1.7687313152251896;1.5372396384589602;2.160391828963206
13117;13;2019-07-01 13:00:00;Monday;2019-07-01;0;0;0;;0;0;0;0;0;0;False;;27;7;2019;1;0;0;0;0;0;0;False;False;2.0497199847776946;1.6792509899821644;1.446563776703754;2.0474843489720014
13118;14;2019-07-01 14:00:00;Monday;2019-07-01;0;0;0;;0;0;0;0;0;0;False;;27;7;2019;1;0;0;0;0;0;0;False;False;2.0497199847776946;1.9226374746431933;1.6932021206779142;2.354592694548077
13119;15;2019-07-01 15:00:00;Monday;2019-07-01;0;0;0;;0;0;0;0;0;0;False;;27;7;2019;1;0;0;0;0;0;0;False;False;2.0497199847776946;1.9262166876529139;1.6968291551481223;2.359108993747725
13120;16;2019-07-01 16:00:00;Monday;2019-07-01;0;0;0;;0;0;0;0;0;0;False;;27;7;2019;1;0;0;0;0;0;0;False;False;2.0497199847776946;1.8546324274584942;1.6242884657439576;2.268783009754762
13121;17;2019-07-01 17:00:00;Monday;2019-07-01;0;0;0;;0;0;0;0;0;0;False;;27;7;2019;1;0;0;0;0;0;0;False;False;2.0497199847776946;1.901162196584867;1.6714399138566645;2.327494899350188
13122;18;2019-07-01 18:00:00;Monday;2019-07-01;0;0;0;;0;0;0;0;0;0;False;;27;7;2019;1;0;0;0;0;0;0;False;False;2.0497199847776946;1.5468201086224873;1.312363501306049;1.8803812785850194
13123;19;2019-07-01 19:00:00;Monday;2019-07-01;0;0;0;;0;0;0;0;0;0;False;;27;7;2019;1;0;0;0;0;0;0;False;False;2.0497199847776946;0.8882449148338217;0.6449891587877334;1.0493822258497567
13124;20;2019-07-01 20:00:00;Monday;2019-07-01;0;0;0;;0;0;0;0;0;0;False;;27;7;2019;1;0;0;0;0;0;0;False;False;2.0497199847776946;0.43368486259925354;0.18435578107128722;0.47581222749443963
13125;21;2019-07-01 21:00:00;Monday;2019-07-01;0;0;0;;0;0;0;0;0;0;False;;27;7;2019;1;0;0;0;0;0;0;False;False;2.0497199847776946;0.1401893958021309;-0.11306104548578835;0.10547569312328992
13126;22;2019-07-01 22:00:00;Monday;2019-07-01;0;0;0;;0;0;0;0;0;0;False;;27;7;2019;1;0;0;0;0;0;0;False;False;2.0497199847776946;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
13127;23;2019-07-01 23:00:00;Monday;2019-07-01;0;0;0;;0;0;0;0;0;0;False;;27;7;2019;1;0;0;0;0;0;0;False;False;2.0497199847776946;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
13128;0;2019-07-02 00:00:00;Tuesday;2019-07-02;0;0;0;;0;0;0;0;0;0;False;;27;7;2019;0;1;0;0;0;0;0;False;False;1.9929053673695223;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
13129;1;2019-07-02 01:00:00;Tuesday;2019-07-02;0;0;0;;0;0;0;0;0;0;False;;27;7;2019;0;1;0;0;0;0;0;False;False;1.9929053673695223;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
13130;2;2019-07-02 02:00:00;Tuesday;2019-07-02;0;0;0;;0;0;0;0;0;0;False;;27;7;2019;0;1;0;0;0;0;0;False;False;1.9929053673695223;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
13131;3;2019-07-02 03:00:00;Tuesday;2019-07-02;0;0;0;;0;0;0;0;0;0;False;;27;7;2019;0;1;0;0;0;0;0;False;False;1.9929053673695223;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
13132;4;2019-07-02 04:00:00;Tuesday;2019-07-02;0;0;0;;0;0;0;0;0;0;False;;27;7;2019;0;1;0;0;0;0;0;False;False;1.9929053673695223;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
13133;5;2019-07-02 05:00:00;Tuesday;2019-07-02;0;0;0;;0;0;0;0;0;0;False;;27;7;2019;0;1;0;0;0;0;0;False;False;1.9929053673695223;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
13134;6;2019-07-02 06:00:00;Tuesday;2019-07-02;0;0;0;;0;0;0;0;0;0;False;;27;7;2019;0;1;0;0;0;0;0;False;False;1.9929053673695223;-0.69197357011007;-0.9588766548941265;-0.946822020394733
13135;7;2019-07-02 07:00:00;Tuesday;2019-07-02;0;0;0;;0;0;0;0;0;0;False;;27;7;2019;0;1;0;0;0;0;0;False;False;1.9929053673695223;0.08380180770505734;-0.272584031545964;-0.05711107806404409
13136;8;2019-07-02 08:00:00;Tuesday;2019-07-02;0;0;0;;0;0;0;0;0;0;False;;27;7;2019;0;1;0;0;0;0;0;False;False;1.9929053673695223;1.0446606512933367;0.5774433801136891;1.0448659266501086
13137;9;2019-07-02 09:00:00;Tuesday;2019-07-02;0;0;0;;0;0;0;0;0;0;False;;27;7;2019;0;1;0;0;0;0;0;False;False;1.9929053673695223;2.2299824214575668;1.6260427690872774;2.4042719857442068
13138;10;2019-07-02 10:00:00;Tuesday;2019-07-02;0;0;0;;0;0;0;0;0;0;False;;27;7;2019;0;1;0;0;0;0;0;False;False;1.9929053673695223;2.8127984413389817;2.1416331663234605;3.0726842672921353
13139;11;2019-07-02 11:00:00;Tuesday;2019-07-02;0;0;0;;0;0;0;0;0;0;False;;27;7;2019;0;1;0;0;0;0;0;False;False;1.9929053673695223;2.6040872990841506;1.9569960646105033;2.8333204097107827
13140;12;2019-07-02 12:00:00;Tuesday;2019-07-02;0;0;0;;0;0;0;0;0;0;False;;27;7;2019;0;1;0;0;0;0;0;False;False;1.9929053673695223;1.7377391614225874;1.1905779065567175;1.839734585788186
13141;13;2019-07-02 13:00:00;Tuesday;2019-07-02;0;0;0;;0;0;0;0;0;0;False;;27;7;2019;0;1;0;0;0;0;0;False;False;1.9929053673695223;1.887381112473221;1.3229592247660078;2.0113539553748163
13142;14;2019-07-02 14:00:00;Tuesday;2019-07-02;0;0;0;;0;0;0;0;0;0;False;;27;7;2019;0;1;0;0;0;0;0;False;False;1.9929053673695223;2.127595823370291;1.535466077680921;2.2868482065533544
13143;15;2019-07-02 15:00:00;Tuesday;2019-07-02;0;0;0;;0;0;0;0;0;0;False;;27;7;2019;0;1;0;0;0;0;0;False;False;1.9929053673695223;2.1945409067350483;1.5946892989850772;2.3636252929473733
13144;16;2019-07-02 16:00:00;Tuesday;2019-07-02;0;0;0;;0;0;0;0;0;0;False;;27;7;2019;0;1;0;0;0;0;0;False;False;1.9929053673695223;2.0212712792027356;1.4414056673743203;2.1649081281628537
13145;17;2019-07-02 17:00:00;Tuesday;2019-07-02;0;0;0;;0;0;0;0;0;0;False;;27;7;2019;0;1;0;0;0;0;0;False;False;1.9929053673695223;2.0724645782463735;1.4866940130774984;2.22362001775828
13146;18;2019-07-02 18:00:00;Tuesday;2019-07-02;0;0;0;;0;0;0;0;0;0;False;;27;7;2019;0;1;0;0;0;0;0;False;False;1.9929053673695223;1.8598154899112624;1.2985731924642963;1.9797398609772792
13147;19;2019-07-02 19:00:00;Tuesday;2019-07-02;0;0;0;;0;0;0;0;0;0;False;;27;7;2019;0;1;0;0;0;0;0;False;False;1.9929053673695223;1.1706749258622913;0.6889223849215124;1.18938750103885
13148;20;2019-07-02 20:00:00;Tuesday;2019-07-02;0;0;0;;0;0;0;0;0;0;False;;27;7;2019;0;1;0;0;0;0;0;False;False;1.9929053673695223;0.6981213962287114;0.2708761168921748;0.6474315970810699
13149;21;2019-07-02 21:00:00;Tuesday;2019-07-02;0;0;0;;0;0;0;0;0;0;False;;27;7;2019;0;1;0;0;0;0;0;False;False;1.9929053673695223;0.2413196509162506;-0.13323527553618483;0.12354088992188259
13150;22;2019-07-02 22:00:00;Tuesday;2019-07-02;0;0;0;;0;0;0;0;0;0;False;;27;7;2019;0;1;0;0;0;0;0;False;False;1.9929053673695223;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
13151;23;2019-07-02 23:00:00;Tuesday;2019-07-02;0;0;0;;0;0;0;0;0;0;False;;27;7;2019;0;1;0;0;0;0;0;False;False;1.9929053673695223;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
13152;0;2019-07-03 00:00:00;Wednesday;2019-07-03;0;0;0;;0;0;0;0;0;0;False;;27;7;2019;0;0;1;0;0;0;0;False;False;2.208284416998684;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
13153;1;2019-07-03 01:00:00;Wednesday;2019-07-03;0;0;0;;0;0;0;0;0;0;False;;27;7;2019;0;0;1;0;0;0;0;False;False;2.208284416998684;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
