;Heure;date_heure;weekday;date;vacances_zone_a;vacances_zone_b;vacances_zone_c;nom_vacances;Vac_Ete;Vac_Hiver;Vac_Ascension;Vac_Printemps;Vac_Toussaint;Vac_Noel;est_jour_ferie;nom_jour_ferie;num_sem;Mois;Année;Lundi;Mardi;Mercredi;Jeudi;Vendredi;Samedi;Dimanche;veille_jour_ferie;lendemain_jour_ferie;trafic_passager_heure;nb_transaction_carte_abo_heure;nb_transaction_voyages_heure;nb_appels_entrants_cor
2408;8;2018-04-11 08:00:00;Wednesday;2018-04-11;1;0;0;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;1;0;0;0;0;False;False;1.3824064784926176;0.004254844130278455;0.5878544434342606;0.7919531714698113
2409;9;2018-04-11 09:00:00;Wednesday;2018-04-11;1;0;0;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;1;0;0;0;0;False;False;1.3824064784926176;0.44665554376787103;1.5544187407981989;1.8803812785850194
2410;10;2018-04-11 10:00:00;Wednesday;2018-04-11;1;0;0;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;1;0;0;0;0;False;False;1.3824064784926176;0.4227916056131461;1.5022804177038784;1.8216693889895932
2411;11;2018-04-11 11:00:00;Wednesday;2018-04-11;1;0;0;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;1;0;0;0;0;False;False;1.3824064784926176;0.40076335500878474;1.4541527348475827;1.7674737985938151
2412;12;2018-04-11 12:00:00;Wednesday;2018-04-11;1;0;0;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;1;0;0;0;0;False;False;1.3824064784926176;0.21719459997243912;1.053088711045119;1.3158438786289985
2413;13;2018-04-11 13:00:00;Wednesday;2018-04-11;1;0;0;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;1;0;0;0;0;False;False;1.3824064784926176;0.3383499782964272;1.3177909667547452;1.6139196258057775
2414;14;2018-04-11 14:00:00;Wednesday;2018-04-11;1;0;0;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;1;0;0;0;0;False;False;1.3824064784926176;0.27410091403370623;1.1774185584238828;1.4558491538180918
2415;15;2018-04-11 15:00:00;Wednesday;2018-04-11;1;0;0;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;1;0;0;0;0;False;False;1.3824064784926176;0.3511997911489715;1.3458654484209174;1.6455337202033147
2416;16;2018-04-11 16:00:00;Wednesday;2018-04-11;1;0;0;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;1;0;0;0;0;False;False;1.3824064784926176;0.5696466096422226;1.8231316367458497;2.1829733249614467
2417;17;2018-04-11 17:00:00;Wednesday;2018-04-11;1;0;0;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;1;0;0;0;0;False;False;1.3824064784926176;0.6540882369589415;2.007621087694983;2.390723088145262
2418;18;2018-04-11 18:00:00;Wednesday;2018-04-11;1;0;0;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;1;0;0;0;0;False;False;1.3824064784926176;0.5035618578291382;1.6787485881769626;2.0203865537741126
2419;19;2018-04-11 19:00:00;Wednesday;2018-04-11;1;0;0;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;1;0;0;0;0;False;False;1.3824064784926176;0.19333066181771436;1.0009503879507986;1.2571319890335724
2420;20;2018-04-11 20:00:00;Wednesday;2018-04-11;1;0;0;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;1;0;0;0;0;False;False;1.3824064784926176;-0.04714440727989833;0.4755565167695707;0.6654967938796627
2421;21;2018-04-11 21:00:00;Wednesday;2018-04-11;1;0;0;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;1;0;0;0;0;False;False;1.3824064784926176;-0.22337041211479006;0.09053505391920524;0.2319320707134386
2422;22;2018-04-11 22:00:00;Wednesday;2018-04-11;1;0;0;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;1;0;0;0;0;False;False;1.3824064784926176;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
2423;23;2018-04-11 23:00:00;Wednesday;2018-04-11;1;0;0;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;1;0;0;0;0;False;False;1.3824064784926176;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
2424;0;2018-04-12 00:00:00;Thursday;2018-04-12;1;0;0;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;1;0;0;0;False;False;0.7760395617908528;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
2425;1;2018-04-12 01:00:00;Thursday;2018-04-12;1;0;0;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;1;0;0;0;False;False;0.7760395617908528;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
2426;2;2018-04-12 02:00:00;Thursday;2018-04-12;1;0;0;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;1;0;0;0;False;False;0.7760395617908528;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
2427;3;2018-04-12 03:00:00;Thursday;2018-04-12;1;0;0;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;1;0;0;0;False;False;0.7760395617908528;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
2428;4;2018-04-12 04:00:00;Thursday;2018-04-12;1;0;0;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;1;0;0;0;False;False;0.7760395617908528;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
2429;5;2018-04-12 05:00:00;Thursday;2018-04-12;1;0;0;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;1;0;0;0;False;False;0.7760395617908528;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
2430;6;2018-04-12 06:00:00;Thursday;2018-04-12;1;0;0;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;1;0;0;0;False;False;0.7760395617908528;-0.7009454469935137;-0.9507127365695383;-0.9423057211950848
2431;7;2018-04-12 07:00:00;Thursday;2018-04-12;1;0;0;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;1;0;0;0;False;False;0.7760395617908528;-0.3526152076599603;-0.11928106973068871;-0.06162737726369226
2432;8;2018-04-12 08:00:00;Thursday;2018-04-12;1;0;0;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;1;0;0;0;False;False;0.7760395617908528;0.03322751898643729;0.8016893919984984;0.9138932498603118
2433;9;2018-04-12 09:00:00;Thursday;2018-04-12;1;0;0;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;1;0;0;0;False;False;0.7760395617908528;0.4440785705080644;1.7823523836545776;1.9526420657793901
2434;10;2018-04-12 10:00:00;Thursday;2018-04-12;1;0;0;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;1;0;0;0;False;False;0.7760395617908528;0.3887029939986277;1.6501760673878887;1.812636790590297
2435;11;2018-04-12 11:00:00;Thursday;2018-04-12;1;0;0;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;1;0;0;0;False;False;0.7760395617908528;0.3065327836943022;1.4540434690566728;1.6048870274064813
2436;12;2018-04-12 12:00:00;Thursday;2018-04-12;1;0;0;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;1;0;0;0;False;False;0.7760395617908528;-0.1400444462205098;0.3881054346478912;0.47581222749443963
2437;13;2018-04-12 13:00:00;Thursday;2018-04-12;1;0;0;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;1;0;0;0;False;False;0.7760395617908528;-0.007857586165725449;0.7036230928328907;0.810018368268404
2438;14;2018-04-12 14:00:00;Thursday;2018-04-12;1;0;0;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;1;0;0;0;False;False;0.7760395617908528;-0.052515309157206626;0.5970292893920124;0.6971108882771998
2439;15;2018-04-12 15:00:00;Thursday;2018-04-12;1;0;0;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;1;0;0;0;False;False;0.7760395617908528;-0.031079602121295624;0.6481943150436339;0.7513064786729778
2440;16;2018-04-12 16:00:00;Thursday;2018-04-12;1;0;0;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;1;0;0;0;False;False;0.7760395617908528;0.11718403821042195;1.0020857424673495;1.1261593122437756
2441;17;2018-04-12 17:00:00;Thursday;2018-04-12;1;0;0;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;1;0;0;0;False;False;0.7760395617908528;0.6584356408671741;2.2940026401707923;2.4945979697371703
2442;18;2018-04-12 18:00:00;Thursday;2018-04-12;1;0;0;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;1;0;0;0;False;False;0.7760395617908528;0.4315744080704495;1.7525061186911313;1.921027971381853
2443;19;2018-04-12 19:00:00;Thursday;2018-04-12;1;0;0;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;1;0;0;0;False;False;0.7760395617908528;0.056449534942007544;0.857118169787755;0.972605139455738
2444;20;2018-04-12 20:00:00;Thursday;2018-04-12;1;0;0;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;1;0;0;0;False;False;0.7760395617908528;-0.2097104940872204;0.22181910128012144;0.2996765587081611
2445;21;2018-04-12 21:00:00;Thursday;2018-04-12;1;0;0;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;1;0;0;0;False;False;0.7760395617908528;-0.4419306536429227;-0.33246867661244495;-0.2874423372461006
2446;22;2018-04-12 22:00:00;Thursday;2018-04-12;1;0;0;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;1;0;0;0;False;False;0.7760395617908528;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
2447;23;2018-04-12 23:00:00;Thursday;2018-04-12;1;0;0;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;1;0;0;0;False;False;0.7760395617908528;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
2448;0;2018-04-13 00:00:00;Friday;2018-04-13;1;0;0;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;1;0;0;False;False;1.3767250167518004;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
2449;1;2018-04-13 01:00:00;Friday;2018-04-13;1;0;0;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;1;0;0;False;False;1.3767250167518004;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
2450;2;2018-04-13 02:00:00;Friday;2018-04-13;1;0;0;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;1;0;0;False;False;1.3767250167518004;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
2451;3;2018-04-13 03:00:00;Friday;2018-04-13;1;0;0;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;1;0;0;False;False;1.3767250167518004;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
2452;4;2018-04-13 04:00:00;Friday;2018-04-13;1;0;0;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;1;0;0;False;False;1.3767250167518004;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
2453;5;2018-04-13 05:00:00;Friday;2018-04-13;1;0;0;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;1;0;0;False;False;1.3767250167518004;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
2454;6;2018-04-13 06:00:00;Friday;2018-04-13;1;0;0;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;1;0;0;False;False;1.3767250167518004;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
2455;7;2018-04-13 07:00:00;Friday;2018-04-13;1;0;0;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;1;0;0;False;False;1.3767250167518004;-0.477181658767785;-0.47661412666994135;-0.22873044765067443
2456;8;2018-04-13 08:00:00;Friday;2018-04-13;1;0;0;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;1;0;0;False;False;1.3767250167518004;-0.25699767810603286;-0.007401365086326805;0.46677962909514326
2457;9;2018-04-13 09:00:00;Friday;2018-04-13;1;0;0;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;1;0;0;False;False;1.3767250167518004;0.09758431672587965;0.7482139912301432;1.5868218306078885
2458;10;2018-04-13 10:00:00;Friday;2018-04-13;1;0;0;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;1;0;0;False;False;1.3767250167518004;0.29489203965654054;1.1686773749868884;2.2100711201593355
2459;11;2018-04-13 11:00:00;Friday;2018-04-13;1;0;0;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;1;0;0;False;False;1.3767250167518004;0.27487531414183586;1.1260216693883782;2.146842931364261
2460;12;2018-04-13 12:00:00;Friday;2018-04-13;1;0;0;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;1;0;0;False;False;1.3767250167518004;0.07899735731936812;0.7086051217458121;1.5281099410124623
2461;13;2018-04-13 13:00:00;Friday;2018-04-13;1;0;0;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;1;0;0;False;False;1.3767250167518004;0.10187361505045917;0.7573544995726811;1.6003707282068331
2462;14;2018-04-13 14:00:00;Friday;2018-04-13;1;0;0;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;1;0;0;False;False;1.3767250167518004;0.12474987278155038;0.8061038773995503;1.6726315154012037
2463;15;2018-04-13 15:00:00;Friday;2018-04-13;1;0;0;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;1;0;0;False;False;1.3767250167518004;0.017517414667060582;0.5775911688361016;1.3339090754275913
2464;16;2018-04-13 16:00:00;Friday;2018-04-13;1;0;0;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;1;0;0;False;False;1.3767250167518004;0.3506529178760753;1.2875039834398816;2.386206788945614
2465;17;2018-04-13 17:00:00;Friday;2018-04-13;1;0;0;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;1;0;0;False;False;1.3767250167518004;0.3763887078235527;1.3423470334951098;2.467500174539281
2466;18;2018-04-13 18:00:00;Friday;2018-04-13;1;0;0;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;1;0;0;False;False;1.3767250167518004;0.22483350035507393;1.0193824053921021;1.9887724593765754
2467;19;2018-04-13 19:00:00;Friday;2018-04-13;1;0;0;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;1;0;0;False;False;1.3767250167518004;-0.04539229409344;0.4435303798122118;1.135191910643072
2468;20;2018-04-13 20:00:00;Friday;2018-04-13;1;0;0;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;1;0;0;False;False;1.3767250167518004;-0.24984884756506695;0.007832815484569626;0.4893611250933841
2469;21;2018-04-13 21:00:00;Friday;2018-04-13;1;0;0;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;1;0;0;False;False;1.3767250167518004;-0.41141241779089804;-0.33645966541769284;-0.020980684466858756
2470;22;2018-04-13 22:00:00;Friday;2018-04-13;1;0;0;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;1;0;0;False;False;1.3767250167518004;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
2471;23;2018-04-13 23:00:00;Friday;2018-04-13;1;0;0;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;1;0;0;False;False;1.3767250167518004;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
2472;0;2018-04-14 00:00:00;Saturday;2018-04-14;1;0;1;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;0;1;0;False;False;0.17638709987369014;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
2473;1;2018-04-14 01:00:00;Saturday;2018-04-14;1;0;1;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;0;1;0;False;False;0.17638709987369014;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
2474;2;2018-04-14 02:00:00;Saturday;2018-04-14;1;0;1;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;0;1;0;False;False;0.17638709987369014;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
2475;3;2018-04-14 03:00:00;Saturday;2018-04-14;1;0;1;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;0;1;0;False;False;0.17638709987369014;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
2476;4;2018-04-14 04:00:00;Saturday;2018-04-14;1;0;1;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;0;1;0;False;False;0.17638709987369014;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
2477;5;2018-04-14 05:00:00;Saturday;2018-04-14;1;0;1;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;0;1;0;False;False;0.17638709987369014;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
2478;6;2018-04-14 06:00:00;Saturday;2018-04-14;1;0;1;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;0;1;0;False;False;0.17638709987369014;-0.709337955179957;-0.9698028378846404;-0.9558546187940293
2479;7;2018-04-14 07:00:00;Saturday;2018-04-14;1;0;1;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;0;1;0;False;False;0.17638709987369014;-0.5946209188253627;-0.6495105366896813;-0.2874423372461006
2480;8;2018-04-14 08:00:00;Saturday;2018-04-14;1;0;1;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;0;1;0;False;False;0.17638709987369014;-0.4853296882442966;-0.34436719568637575;0.3493558499042909
2481;9;2018-04-14 09:00:00;Saturday;2018-04-14;1;0;1;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;0;1;0;False;False;0.17638709987369014;-0.34890942879558995;0.03652094627519711;1.1442245090423684
2482;10;2018-04-14 10:00:00;Saturday;2018-04-14;1;0;1;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;0;1;0;False;False;0.17638709987369014;-0.2853499897342607;0.21398019423456627;1.514561043413518
2483;11;2018-04-14 11:00:00;Saturday;2018-04-14;1;0;1;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;0;1;0;False;False;0.17638709987369014;-0.2977518315023249;0.179353999510787;1.4423002562191471
2484;12;2018-04-14 12:00:00;Saturday;2018-04-14;1;0;1;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;0;1;0;False;False;0.17638709987369014;-0.37371311233171844;-0.03273144317236162;0.9997029346536269
2485;13;2018-04-14 13:00:00;Saturday;2018-04-14;1;0;1;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;0;1;0;False;False;0.17638709987369014;-0.450449508271616;-0.24698102302574626;0.5525893138884584
2486;14;2018-04-14 14:00:00;Saturday;2018-04-14;1;0;1;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;0;1;0;False;False;0.17638709987369014;-0.40316748653087103;-0.11496865564133751;0.8280835650669967
2487;15;2018-04-14 15:00:00;Saturday;2018-04-14;1;0;1;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;0;1;0;False;False;0.17638709987369014;-0.41324398296742315;-0.1431024388544083;0.7693716754715705
2488;16;2018-04-14 16:00:00;Saturday;2018-04-14;1;0;1;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;0;1;0;False;False;0.17638709987369014;-0.4318467456195196;-0.19504173094007726;0.6609804946800144
2489;17;2018-04-14 17:00:00;Saturday;2018-04-14;1;0;1;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;0;1;0;False;False;0.17638709987369014;-0.3248808603699655;0.1036091985525197;1.2842297842314614
2490;18;2018-04-14 18:00:00;Saturday;2018-04-14;1;0;1;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;0;1;0;False;False;0.17638709987369014;-0.33805781724853373;0.06681886665850412;1.2074526978374425
2491;19;2018-04-14 19:00:00;Saturday;2018-04-14;1;0;1;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;0;1;0;False;False;0.17638709987369014;-0.4744780766972404;-0.3140692753030688;0.4125840386993653
2492;20;2018-04-14 20:00:00;Saturday;2018-04-14;1;0;1;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;0;1;0;False;False;0.17638709987369014;-0.5651665446262102;-0.5672733242207053;-0.11582296765947026
2493;21;2018-04-14 21:00:00;Saturday;2018-04-14;1;0;1;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;0;1;0;False;False;0.17638709987369014;-0.6326015592400596;-0.7555532580312556;-0.5087409980288607
2494;22;2018-04-14 22:00:00;Saturday;2018-04-14;1;0;1;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;0;1;0;False;False;0.17638709987369014;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
2495;23;2018-04-14 23:00:00;Saturday;2018-04-14;1;0;1;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;0;1;0;False;False;0.17638709987369014;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
2496;0;2018-04-15 00:00:00;Sunday;2018-04-15;1;0;1;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;0;0;1;False;False;-0.5110697707651931;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
2497;1;2018-04-15 01:00:00;Sunday;2018-04-15;1;0;1;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;0;0;1;False;False;-0.5110697707651931;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
2498;2;2018-04-15 02:00:00;Sunday;2018-04-15;1;0;1;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;0;0;1;False;False;-0.5110697707651931;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
2499;3;2018-04-15 03:00:00;Sunday;2018-04-15;1;0;1;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;0;0;1;False;False;-0.5110697707651931;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
2500;4;2018-04-15 04:00:00;Sunday;2018-04-15;1;0;1;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;0;0;1;False;False;-0.5110697707651931;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
2501;5;2018-04-15 05:00:00;Sunday;2018-04-15;1;0;1;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;0;0;1;False;False;-0.5110697707651931;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
2502;6;2018-04-15 06:00:00;Sunday;2018-04-15;1;0;1;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;0;0;1;False;False;-0.5110697707651931;-0.7080828162354011;-0.9686831263877864;-0.9603709179936775
2503;7;2018-04-15 07:00:00;Sunday;2018-04-15;1;0;1;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;0;0;1;False;False;-0.5110697707651931;-0.5469610238123419;-0.6261375910474678;-0.5539039900253424
2504;8;2018-04-15 08:00:00;Sunday;2018-04-15;1;0;1;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;0;0;1;False;False;-0.5110697707651931;-0.3554051150427047;-0.21888901014286674;-0.0706599756629886
2505;9;2018-04-15 09:00:00;Sunday;2018-04-15;1;0;1;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;0;0;1;False;False;-0.5110697707651931;-0.09402976288974196;0.3367959694092057;0.5887197074856437
2506;10;2018-04-15 10:00:00;Sunday;2018-04-15;1;0;1;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;0;0;1;False;False;-0.5110697707651931;-0.009888382402144381;0.5156808600869275;0.8009857698691076
2507;11;2018-04-15 11:00:00;Sunday;2018-04-15;1;0;1;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;0;0;1;False;False;-0.5110697707651931;-0.009888382402144381;0.5156808600869275;0.8009857698691076
2508;12;2018-04-15 12:00:00;Sunday;2018-04-15;1;0;1;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;0;0;1;False;False;-0.5110697707651931;-0.1387858163405918;0.24164443181467266;0.47581222749443963
2509;13;2018-04-15 13:00:00;Sunday;2018-04-15;1;0;1;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;0;0;1;False;False;-0.5110697707651931;-0.2336686496563933;0.03992317211426285;0.23644836991308676
2510;14;2018-04-15 14:00:00;Sunday;2018-04-15;1;0;1;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;0;0;1;False;False;-0.5110697707651931;-0.22829792324229134;0.05134135662560683;0.24999726751203125
2511;15;2018-04-15 15:00:00;Sunday;2018-04-15;1;0;1;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;0;0;1;False;False;-0.5110697707651931;-0.20860525972391744;0.09320803316720135;0.2996765587081611
2512;16;2018-04-15 16:00:00;Sunday;2018-04-15;1;0;1;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;0;0;1;False;False;-0.5110697707651931;-0.21576622827605346;0.07798378715207598;0.2816113619095684
2513;17;2018-04-15 17:00:00;Sunday;2018-04-15;1;0;1;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;0;0;1;False;False;-0.5110697707651931;-0.04748346730085822;0.4357535685075199;0.7061434866764961
2514;18;2018-04-15 18:00:00;Sunday;2018-04-15;1;0;1;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;0;0;1;False;False;-0.5110697707651931;-0.05643467799102819;0.41672326098861334;0.6835619906782553
2515;19;2018-04-15 19:00:00;Sunday;2018-04-15;1;0;1;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;0;0;1;False;False;-0.5110697707651931;-0.24441010248459724;0.017086803091574895;0.20935057471519775
2516;20;2018-04-15 20:00:00;Sunday;2018-04-15;1;0;1;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;0;0;1;False;False;-0.5110697707651931;-0.32676124083416086;-0.15799202608236565;0.0016008115313820798
2517;21;2018-04-15 21:00:00;Sunday;2018-04-15;1;0;1;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;0;0;1;False;False;-0.5110697707651931;-0.5111561810516619;-0.5500163609718414;-0.4635780060323791
2518;22;2018-04-15 22:00:00;Sunday;2018-04-15;1;0;1;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;0;0;1;False;False;-0.5110697707651931;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
2519;23;2018-04-15 23:00:00;Sunday;2018-04-15;1;0;1;Vacances de printemps;0;0;0;1;0;0;False;;15;4;2018;0;0;0;0;0;0;1;False;False;-0.5110697707651931;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
